s,3
6790,1
8441,4
10041,1
10057,2
11725,3
11741,4
13424,1
15143,4
16827,1
17361,4
s,4
18027,1
18261,4
18695,1
19095,4
19727,1
19961,4
20380,1
20766,4
21463,1
21695,4
22147,1
22529,4
23180,1
23413,4
23848,2
24297,3
24913,2
25180,3
25580,2
25980,3
26614,2
26847,3
27297,2
27680,3
28114,2
28563,3
28997,2
29414,3
30064,2
30281,3
s,5
30698,1
31165,2
31598,4
32498,1
32915,2
33348,4
34199,1
34632,2
35082,4
35949,1
36400,2
37699,1
38115,2
38583,4
39417,1
39851,2
40286,4
41200,1
41601,2
42050,4
42901,1
43334,2
44601,3
44601,2
s,6
45034,4
45468,3
45951,3
46334,4
46752,3
47202,4
48068,3
48535,4
48935,3
49354,4
49786,3
50035,2
50252,3
51502,1
51968,2
52385,3
52835,3
53253,4
53685,2
54120,1
54585,1
s,7
55002,2
56260,2
56692,4
56927,3
57993,2
58010,1
s,5
58876,1
59310,2
59711,3
60127,4
60593,3
61027,1
61044,2
61860,3
62310,4
62760,3
63210,1
63610,2
63811,3
64044,4
64061,3
65361,1
65778,4
66245,2
66662,3
67095,2
67512,3
67961,4
67979,1
68412,2
s,7
68845,3
69028,4
70129,3
70378,2
70545,3
70762,4
71063,1
71412,1
71412,2
72280,4
72296,1
s,5
72496,4
72529,1
73146,3
73179,2
73362,2
73997,4
74014,1
74230,4
74246,1
74866,3
75084,3
75500,4
75518,1
75934,2
76167,1
76650,3
76650,2
77051,1
77250,3
77651,1
78935,4
79351,3
79601,4
80053,3
80686,3
81320,1
81770,1
82370,4
82837,3
83070,1
83486,2
84121,1
84587,4
84820,1
85220,4
85636,4
85722,4
86071,1
86554,2
86971,4
s,7
87389,4
87471,4
87837,3
88321,2
88688,1
89588,1
90021,2
90439,4
91089,4
91489,3
91721,1
92172,1
s,5
93222,1
93906,3
94357,1
94773,4
95173,3
95606,4
96273,4
96489,4
96923,3
97374,1
97806,2
98190,3
98639,4
99957,3
100357,2
100773,2
101257,2
101673,4
102124,3
102574,1
102973,2
103391,4
103424,1
s,4
103657,4
103674,1
104723,4
104723,1
105124,3
105324,3
106008,2
106425,4
106875,1
107292,1
107725,1
108159,4
108575,4
108592,1
109008,2
109442,4
109460,1
110343,3
110776,1
110792,2
111193,3
111593,3
111609,4
112059,1
112077,2
112477,4
112477,3
113760,2
113776,1
114627,3
114642,4
115460,1
115910,2
116327,4
116360,1
116777,3
117226,4
117410,1
118510,4
118528,1
118928,2
119128,3
119360,1
119810,4
120211,1
120660,3
s,5
120911,3
121562,1
121744,1
122429,4
122644,4
123262,2
123462,2
123929,1
124562,4
125012,1
125429,4
125649,3
126062,4
127347,1
127796,2
128047,3
128480,4
128896,4
129113,1
129550,2
129747,3
130198,1
130799,4
131282,1
131482,4
131916,1
132582,3
133051,2
133232,3
133649,4
133665,1
134082,3
134469,4
134469,1
s,4
134719,1
134787,4
135386,2
135603,2
136219,1
136237,4
136486,1
136486,4
137103,3
137336,3
137770,4
137787,1
138187,4
138220,1
138404,3
138620,4
138887,4
139304,1
139505,4
139904,1
141237,2
141888,3
142288,1
142538,4
142938,4
143341,4
143571,3
144021,1
144438,1
144671,4
145322,2
145723,3
146238,4
146656,1
147022,4
147439,3
147855,4
148340,1
s,5
148539,1
149206,4
149638,1
150106,1
150538,1
151388,1
151856,1
152239,1
152689,1
153356,1
153523,1
154023,1
154856,4
155540,1
155723,1
156140,1
156807,1
157007,1
157424,1
157889,2
158307,3
158723,2
159073,1
159190,1
159591,1
160223,1
160473,1
160924,1
161359,4
162641,1
163075,1
163708,1
163975,2
164325,2
164558,1
166025,2
166461,2
166709,1
167342,2
167792,2
167992,1
168693,4
168760,3
169525,2
169926,2
170159,1
170827,2
171260,2
171476,1
172977,2
173390,2
173621,1
174238,2
174705,2
174922,1
175589,3
175622,4
s,5
176473,1
176855,4
177273,4
177357,4
177440,4
177722,4
178173,4
178624,3
179073,4
179557,2
179973,2
180323,4
180723,3
180908,4
181173,3
181407,4
181657,3
181873,4
182106,3
182324,4
182541,3
182924,1
183774,3
184241,1
184690,2
185108,2
185975,1
186574,4
186574,1
186774,4
186792,1
187209,4
187225,1
187876,2
188091,2
188559,2
188975,1
189425,4
189842,4
189875,3
190263,4
190277,3
190661,2
191112,2
191561,3
191978,4
191994,3
192381,1
192849,1
192849,2
193261,4
193280,3
193728,1
194179,1
194812,1
194812,2
195030,1
195045,2
195496,1
195530,2
195912,4
196329,4
196347,3
196763,1
197197,1
197213,2
197663,3
198279,3
198296,4
198513,3
198530,4
198930,3
198947,4
199396,1
199814,1
199814,2
200253,4
200901,4
201117,4
201333,4
201567,4
201784,4
201985,4
202200,4
202401,4
202634,4
202851,1
203051,1
203251,4
203468,4
203684,1
203884,4
s,5
204101,4
204317,4
204518,4
204735,4
205434,3
205634,3
206352,1
206536,1
206953,4
207336,4
207553,3
207986,4
208436,2
208636,4
209069,2
209420,1
209786,1
210337,1
210804,2
211054,4
211487,4
212104,4
212519,3
212769,2
213188,2
213787,4
214271,2
214472,4
214921,1
215337,1
215555,2
215988,1
216221,4
216655,1
217038,4
217504,4
217522,1
217738,4
217738,1
s,6
218372,3
218588,3
219256,4
219271,1
219539,4
219539,1
220088,2
220305,2
220823,1
221405,2
221839,4
222272,3
222522,4
222939,3
223355,3
223438,3
223522,3
223605,3
224223,1
224689,2
224906,1
225323,4
225339,1
225923,2
226323,3
226556,4
226589,3
227056,1
227073,2
227674,3
