1008,1
2642,1
4241,4
5856,4
7691,1
9408,1
11108,2
12825,1
13258,4
14009,1
14742,1
14976,4
15676,1
15925,4
16292,1
16676,4
17325,1
17976,1
18410,4
18860,1
19276,4
19676,1
20777,1
21060,4
21472,1
21881,4
22347,1
22729,4
23164,1
23597,4
24487,1
24904,2
25355,3
25771,1
26655,4
27070,3
27504,1
28404,2
28805,4
29255,3
30122,4
30972,1
31856,1
32256,2
32706,3
33623,1
34024,4
34439,3
35289,2
35739,3
36157,1
36990,4
37439,3
37856,2
38741,4
39641,1
40507,2
40907,3
41326,1
42223,4
43091,2
43941,4
44358,3
44809,1
45658,1
46543,2
47391,3
47809,4
48242,3
48725,1
49142,2
49375,3
50879,1
51263,4
51745,4
51763,1
52664,1
53463,4
54315,1
54747,2
55163,3
56064,4
56964,1
57814,4
58682,3
59531,2
60816,4
61265,1
62541,3
62942,2
63192,4
64309,1
64525,4
64744,1
64925,4
65159,1
65575,4
66392,1
66409,2
68142,3
68159,4
69862,1
69878,2
71613,3
71630,4
73301,1
73752,4
74251,3
74652,2
75085,1
75918,1
76802,1
77235,4
77653,2
78136,3
78536,4
78986,4
79402,4
79803,4
80220,4
80420,1
82004,1
82854,4
